id,type,name,external_id
course-of-action--7c39ebbf-244e-4d1c-b0ac-b282453ece43,course-of-action,Process Hollowing Mitigation,T1093
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,course-of-action,Boot Integrity,M1046
course-of-action--7ee0879d-ce4f-4f54-a96b-c532dfb98ffd,course-of-action,Data from Local System Mitigation,T1005
course-of-action--809b79cd-be78-4597-88d1-5496d1d9993a,course-of-action,Trap Mitigation,T1154
course-of-action--80c91478-ac87-434f-bee7-11f37aec4d74,course-of-action,Dynamic Data Exchange Mitigation,T1173
course-of-action--82c21600-ccb6-4232-8c04-ef3792b56628,course-of-action,Endpoint Denial of Service Mitigation,T1499
course-of-action--82d8e990-c901-4aed-8596-cc002e7eb307,course-of-action,System Time Discovery Mitigation,T1124
course-of-action--82fbc58b-171d-4a2d-9a20-c6b2a716bd08,course-of-action,Code Signing Mitigation,T1116
course-of-action--83130e62-bca6-4a81-bd4b-8e233bd49db6,course-of-action,Systemd Service Mitigation,T1501
course-of-action--84d633a4-dd93-40ca-8510-40238c021931,course-of-action,Hidden Files and Directories Mitigation,T1158
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,course-of-action,Network Segmentation,M1030
course-of-action--874c0166-e407-45c2-a1d9-e4e3a6570fd8,course-of-action,Threat Intelligence Program,M1019
course-of-action--8a61f6b9-6b7a-4cf2-8e08-f1e26434f6df,course-of-action,Input Prompt Mitigation,T1141
course-of-action--8b36d944-f274-4d46-9acd-dbba6927ce7a,course-of-action,Registry Run Keys / Startup Folder Mitigation,T1060
course-of-action--8bd1ae32-a686-48f4-a6f8-470287f76152,course-of-action,Automated Collection Mitigation,T1119
course-of-action--8c918d8a-11c5-4ffd-af10-e74bc06bdfae,course-of-action,Rundll32 Mitigation,T1085
course-of-action--8f6b5ca6-263a-4ea9-98f3-afd2a3cd8119,course-of-action,Spearphishing Attachment Mitigation,T1193
course-of-action--902286b2-96cc-4dd7-931f-e7340c9961da,course-of-action,File System Logical Offsets Mitigation,T1006
course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,course-of-action,Password Policies,M1027
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,course-of-action,Behavior Prevention on Endpoint,M1040
course-of-action--910482b1-6749-4934-abcb-3e34d58294fc,course-of-action,Distributed Component Object Model Mitigation,T1175
course-of-action--91816292-3686-4a6e-83c4-4c08513b9b57,course-of-action,CMSTP Mitigation,T1191
course-of-action--92c28497-2820-445e-9f3e-a03dd77dc0c8,course-of-action,Exfiltration Over Command and Control Channel Mitigation,T1041
course-of-action--92e6d080-ca3f-4f95-bc45-172a32c4e502,course-of-action,Exploitation for Privilege Escalation Mitigation,T1068
course-of-action--9378f139-10ef-4e4b-b679-2255a0818902,course-of-action,Service Registry Permissions Weakness Mitigation,T1058
course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,course-of-action,User Account Management,M1018
course-of-action--943d370b-2054-44df-8be2-ab4139bde1c5,course-of-action,Authentication Package Mitigation,T1131
course-of-action--94927849-03e3-4a07-8f4c-9ee21b626719,course-of-action,Startup Items Mitigation,T1165
course-of-action--94e95eeb-7cdb-4bd7-afba-f32fda303dbb,course-of-action,Network Share Connection Removal Mitigation,T1126
course-of-action--94f6b4f5-b528-4f50-91d5-f66457c2f8f7,course-of-action,Man in the Browser Mitigation,T1185
course-of-action--95c29444-49f9-49f7-8b20-bcd68d8fcaa6,course-of-action,AppCert DLLs Mitigation,T1182
course-of-action--95ddb356-7ba0-4bd9-a889-247262b8946f,course-of-action,Rootkit Mitigation,T1014
course-of-action--96150c35-466f-4f0a-97a9-ae87ee27f751,course-of-action,Bootkit Mitigation,T1067
course-of-action--96913243-2b5e-4483-a65c-bb152ddd2f04,course-of-action,DLL Search Order Hijacking Mitigation,T1038
course-of-action--97d8eadb-0459-4c1d-bf1a-e053bd75df61,course-of-action,Supply Chain Compromise Mitigation,T1195
course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,course-of-action,Restrict File and Directory Permissions,M1022
course-of-action--9a5b7194-88e0-4579-b82f-e3c27b8cca80,course-of-action,Create Account Mitigation,T1136
course-of-action--9a902722-cecd-4fbe-a6c9-49333aa0f8c2,course-of-action,Remote System Discovery Mitigation,T1018
course-of-action--9ab7de33-99b2-4d8d-8cf3-182fa0015cc2,course-of-action,Logon Scripts Mitigation,T1037
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,course-of-action,Privileged Account Management,M1026
course-of-action--9da16278-c6c5-4410-8a6b-9c16ce8005b3,course-of-action,Screensaver Mitigation,T1180
course-of-action--9e57c770-5a39-49a2-bb91-253ba629e3ac,course-of-action,Security Support Provider Mitigation,T1101
course-of-action--a0d8db1d-a731-4428-8209-c07175f4b1fe,course-of-action,Uncommonly Used Port Mitigation,T1065
course-of-action--a13e35cc-8c90-4d77-a965-5461042c1612,course-of-action,Shortcut Modification Mitigation,T1023
course-of-action--a1482e43-f3ff-4fbd-94de-ad1244738166,course-of-action,Time Providers Mitigation,T1209
course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,course-of-action,Restrict Registry Permissions,M1024
course-of-action--a3e12b04-8598-4909-8855-2c97c1e7d549,course-of-action,Kerberoasting Mitigation,T1208
course-of-action--a569295c-a093-4db4-9fb4-7105edef85ad,course-of-action,Custom Cryptographic Protocol Mitigation,T1024
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,course-of-action,Antivirus/Antimalware,M1049
course-of-action--a766ce73-5583-48f3-b7c0-0bb43c6ef8c7,course-of-action,Standard Cryptographic Protocol Mitigation,T1032
course-of-action--a90da496-b460-47e8-92e7-cc36eb00bd9a,course-of-action,Regsvcs/Regasm Mitigation,T1121
course-of-action--a98be93b-a75b-4dd4-8a72-4dfd0b5e25bb,course-of-action,Exfiltration Over Other Network Medium Mitigation,T1011
course-of-action--aaa92b37-f96c-4a0a-859c-b1cb6faeb13d,course-of-action,Graphical User Interface Mitigation,T1061
course-of-action--ac008435-af58-4f77-988a-c9b96c5920f5,course-of-action,NTFS File Attributes Mitigation,T1096
course-of-action--ace4daee-f914-4707-be75-843f16da2edf,course-of-action,Bash History Mitigation,T1139
course-of-action--ad7f983d-d5a8-4fce-a38c-b68eda61bf4e,course-of-action,Spearphishing Link Mitigation,T1192
course-of-action--ae56a49d-5281-45c5-ab95-70a1439c338e,course-of-action,Compile After Delivery Mitigation,T1500
course-of-action--aeff5887-8f9e-48d5-a523-9b395e2ce80a,course-of-action,Credential Dumping Mitigation,T1003
course-of-action--af093bc8-7b59-4e2a-9da8-8e839b4c50c6,course-of-action,Remote Access Tools Mitigation,T1219
course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,course-of-action,Multi-factor Authentication,M1032
course-of-action--b52f41b9-ccf6-4da7-a6c0-167eeb71fbd8,course-of-action,Browser Extensions Mitigation,T1176
course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067,course-of-action,Software Configuration,M1054
course-of-action--b70627f7-3b43-4c6f-8fc0-c918c41f8f72,course-of-action,DCShadow Mitigation,T1207
course-of-action--b7b2c89c-09c1-4b71-ae7c-000ec2893aab,course-of-action,New Service Mitigation,T1050
course-of-action--b8d57b16-d8e2-428c-a645-1083795b3445,course-of-action,Communication Through Removable Media Mitigation,T1092
course-of-action--b91c2f9e-c1a0-44df-95f0-9e7c9d1d5e55,course-of-action,SID-History Injection Mitigation,T1178
course-of-action--b9f0c069-abbe-4a07-a245-2481219a1463,course-of-action,Application Isolation and Sandboxing,M1048
course-of-action--ba06d68a-4891-4eb5-b634-152e05ec60ee,course-of-action,Data Transfer Size Limits Mitigation,T1030
course-of-action--bb25b897-bfc7-4128-839d-52e9764dbfa6,course-of-action,Inhibit System Recovery Mitigation,T1490
course-of-action--bcc91b8c-f104-4710-964e-1d5409666736,course-of-action,Web Shell Mitigation,T1100
course-of-action--bcee7b05-89a6-41a5-b7aa-fce4da7ede9e,course-of-action,Pass the Hash Mitigation,T1075
course-of-action--bd2554b8-634f-4434-a986-9b49c29da2ae,course-of-action,Security Software Discovery Mitigation,T1063
course-of-action--beb45abb-11e8-4aef-9778-1f9ac249784f,course-of-action,Bypass User Account Control Mitigation,T1088
course-of-action--c085476e-1964-4d7f-86e1-d8657a7741e8,course-of-action,Accessibility Features Mitigation,T1015
course-of-action--c1676218-c16a-41c9-8f7a-023779916e39,course-of-action,System Network Connections Discovery Mitigation,T1049
course-of-action--c3cf2312-3aab-4aaf-86e6-ab3505430482,course-of-action,Rc.common Mitigation,T1163
course-of-action--c47a9b55-8f61-4b82-b833-1db6242c754e,course-of-action,Local Job Scheduling Mitigation,T1168
course-of-action--c61e2da1-f51f-424c-b152-dc930d4f2e70,course-of-action,Environmental Keying Mitigation,T1480
course-of-action--c61fee9f-16fb-4f8c-bbf0-869093fcd4a6,course-of-action,Access Token Manipulation Mitigation,T1134
course-of-action--c620e3a1-fff5-424f-abea-d2b0f3616f67,course-of-action,System Information Discovery Mitigation,T1082
course-of-action--c7e49501-6021-414f-bfa1-94519d8ec314,course-of-action,Template Injection Mitigation,T1221
course-of-action--c861bcb1-946f-450d-ab75-d4e3c1103a56,course-of-action,Spearphishing via Service Mitigation,T1194
course-of-action--c88151a5-fe3f-4773-8147-d801587065a4,course-of-action,Application Deployment Software Mitigation,T1017
course-of-action--c95c8b5c-b431-43c9-9557-f494805e2502,course-of-action,Software Packing Mitigation,T1045
course-of-action--cb825b86-3f3b-4686-ba99-44878f5d3173,course-of-action,BITS Jobs Mitigation,T1197
course-of-action--cba5667e-e3c6-44a4-811c-266dbc00e440,course-of-action,Extra Window Memory Injection Mitigation,T1181
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,course-of-action,Audit,M1047
course-of-action--cdecc44a-1dbf-4c1f-881c-f21e3f47272a,course-of-action,Remote File Copy Mitigation,T1105
course-of-action--cfc2d2fc-14ff-495f-bd99-585be47b804f,course-of-action,Application Shimming Mitigation,T1138
course-of-action--cfd2cd3b-93e7-4b3e-ab46-f8bcafdbdfcf,course-of-action,Execution through Module Load Mitigation,T1129
course-of-action--d01f473f-3cdc-4867-9e55-1de9cf1986f0,course-of-action,Deobfuscate/Decode Files or Information Mitigation,T1140
course-of-action--d0415180-51e9-40ce-b57c-c332b0b441f2,course-of-action,PowerShell Mitigation,T1086
course-of-action--d0fcf37a-b6c4-4745-9c43-4fcdb8bfc88e,course-of-action,Data Obfuscation Mitigation,T1001
course-of-action--d256cb63-b021-4b4a-bb6d-1b42eea179a3,course-of-action,Network Service Scanning Mitigation,T1046
course-of-action--d2a24649-9694-4c97-9c62-ce7b270bf6a3,course-of-action,Exploit Protection,M1050
course-of-action--d2dce10b-3562-4d61-b2f5-7c6384b038e2,course-of-action,Mshta Mitigation,T1170
course-of-action--d45f03a8-790a-4f90-b956-cd7e5b8886bf,course-of-action,Valid Accounts Mitigation,T1078
course-of-action--d4fd04e0-d1a4-4b5a-a5bb-16683cdbcce2,course-of-action,External Remote Services Mitigation,T1133
course-of-action--d5dce4b9-f1fa-4c03-aff9-ce177246cb64,course-of-action,Service Execution Mitigation,T1035
course-of-action--d7c49196-b40e-42bc-8eed-b803113692ed,course-of-action,Change Default File Association Mitigation,T1042
course-of-action--d8787791-d22e-45bb-a9a8-251d8d0a1ff2,course-of-action,System Service Discovery Mitigation,T1007
course-of-action--d9727aee-48b8-4fdb-89e2-4c49746ba4dd,course-of-action,Data from Network Shared Drive Mitigation,T1039
course-of-action--d9f4b5fa-2a39-4bdf-b40a-ea998933cd6d,course-of-action,Video Capture Mitigation,T1125
course-of-action--da987565-27b6-4b31-bbcd-74b909847116,course-of-action,Multiband Communication Mitigation,T1026
course-of-action--dbf0186e-722d-4a0a-af6a-b3460f162f84,course-of-action,Sudo Caching Mitigation,T1206
course-of-action--dc43c2fe-355e-4a79-9570-3267b0992784,course-of-action,Dylib Hijacking Mitigation,T1157
course-of-action--dd9a85ad-6a92-4986-a215-b01d0ce7b987,course-of-action,Permission Groups Discovery Mitigation,T1069
course-of-action--e0703d4f-3972-424a-8277-84004817e024,course-of-action,Path Interception Mitigation,T1034
course-of-action--e333cf16-5bfa-453e-8e6a-3a4c63d6bfcc,course-of-action,Launchctl Mitigation,T1152
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,course-of-action,Active Directory Configuration,M1015
course-of-action--e547ed6a-f1ca-40df-8613-2ce27927f145,course-of-action,Exfiltration Over Physical Medium Mitigation,T1052
course-of-action--e5d930e9-775a-40ad-9bdb-b941d8dfe86b,course-of-action,Update Software,M1051
course-of-action--e8242a33-481c-4891-af63-4cf3e4cf6aff,course-of-action,Restrict Library Loading,M1044
course-of-action--e8d22ec6-2236-48de-954b-974d17492782,course-of-action,Two-Factor Authentication Interception Mitigation,T1111
course-of-action--e9362d25-4427-446b-99e8-b8f0c3b86615,course-of-action,Stored Data Manipulation Mitigation,T1492
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,course-of-action,Disable or Remove Feature or Program,M1042
course-of-action--ec418d1b-4963-439f-b055-f914737ef362,course-of-action,InstallUtil Mitigation,T1118
course-of-action--ec42d8be-f762-4127-80f4-f079ea6d7135,course-of-action,Indicator Blocking Mitigation,T1054
course-of-action--ed202147-4026-4330-b5bd-1e8dfa8cf7cc,course-of-action,Modify Registry Mitigation,T1112
course-of-action--ef273807-c465-4728-9cee-5823422f42ee,course-of-action,SIP and Trust Provider Hijacking Mitigation,T1198
course-of-action--effb83a0-ead1-4b36-b7f6-b7bdf9c4616e,course-of-action,Replication Through Removable Media Mitigation,T1091
course-of-action--f0a42cad-9b1f-44da-a672-718f18381018,course-of-action,Taint Shared Content Mitigation,T1080
course-of-action--f27ef4f2-71fe-48b6-b7f4-02dcac14320e,course-of-action,Private Keys Mitigation,T1145
course-of-action--f2cb6ce2-188d-4162-8feb-594f949b13dd,course-of-action,Scheduled Task Mitigation,T1053
course-of-action--f2dcee22-c275-405e-87fd-48630a19dfba,course-of-action,Exploitation for Client Execution Mitigation,T1203
course-of-action--f3d0c735-330f-43c2-8e8e-51bcfa51e8c3,course-of-action,Custom Command and Control Protocol Mitigation,T1094
course-of-action--f6469191-1814-4dbe-a081-2a6daf83a10b,course-of-action,Process Discovery Mitigation,T1057
course-of-action--f6b7c116-0821-4eb7-9b24-62bd09b3e575,course-of-action,Port Knocking Mitigation,T1205
course-of-action--f9b3e5d9-7454-4b7d-bce6-27620e19924e,course-of-action,Redundant Access Mitigation,T1108
course-of-action--f9f9e6ef-bc0a-41ad-ba11-0924e5e84c4c,course-of-action,Account Use Policies,M1036
course-of-action--fae44eea-caa7-42b7-a2e2-0c815ba81b9a,course-of-action,Hidden Window Mitigation,T1143
course-of-action--fcbe8424-eb3e-4794-b76d-e743f5a49b8b,course-of-action,Data Encoding Mitigation,T1132
course-of-action--fe0aeb41-1a51-4152-8467-628256ea6adf,course-of-action,Modify Existing Service Mitigation,T1031
course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,course-of-action,Encrypt Sensitive Information,M1041
course-of-action--ff5d862a-ae6b-4833-8c15-e235d654d28e,course-of-action,Component Object Model Hijacking Mitigation,T1122
identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,identity,The MITRE Corporation,
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,intrusion-set,APT38,G0082
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,intrusion-set,Indrik Spider,G0119
intrusion-set--025bdaa9-897d-4bad-afa6-013ba5734653,intrusion-set,NEODYMIUM,G0055
intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484,intrusion-set,Elderwood,G0066
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,intrusion-set,SideCopy,G1008
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,intrusion-set,GALLIUM,G0093
intrusion-set--090242d7-73fc-4738-af68-20162f7a5aae,intrusion-set,APT17,G0025
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,intrusion-set,APT3,G0022
intrusion-set--0ea72cd5-ca30-46ba-bc04-378f701c658f,intrusion-set,GCMAN,G0036
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,intrusion-set,Kimsuky,G0094
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,intrusion-set,EXOTIC LILY,G1011
intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,intrusion-set,admin@338,G0018
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,intrusion-set,Volt Typhoon,G1017
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,intrusion-set,Patchwork,G0040
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,intrusion-set,APT41,G0096
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,intrusion-set,Dragonfly,G0035
intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,intrusion-set,Evilnum,G0120
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,intrusion-set,Gorgon Group,G0078
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,intrusion-set,menuPass,G0045
intrusion-set--23b6a0f5-fa95-46f9-a6f3-4549c5e45ec8,intrusion-set,Night Dragon,G0014
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,intrusion-set,APT32,G0050
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,intrusion-set,HAFNIUM,G0125
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,intrusion-set,MuddyWater,G0069
intrusion-set--277d2f87-2ae5-4730-a3aa-50c1fdff9656,intrusion-set,Strider,G0041
intrusion-set--28f04ed3-8e91-4805-b1f6-869020517871,intrusion-set,Operation Wocao,G0116
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,intrusion-set,Naikon,G0019
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,intrusion-set,FIN6,G0037
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,intrusion-set,Gamaredon Group,G0047
intrusion-set--2e5d3a83-fe00-41a5-9b60-237efc84832f,intrusion-set,Moafee,G0002
intrusion-set--2fd2be6a-d3a2-4a65-b499-05ea2693abee,intrusion-set,Gallmaker,G0084
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,intrusion-set,Leafminer,G0077
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,intrusion-set,TeamTNT,G0139
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,intrusion-set,FIN7,G0046
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,intrusion-set,Sandworm Team,G0034
intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,intrusion-set,Machete,G0095
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,intrusion-set,APT18,G0026
intrusion-set--39d6890e-7f23-4474-b8ef-e7b0343c5fc8,intrusion-set,Andariel,G0138
intrusion-set--3ea7add5-5b8f-45d8-b1f1-905d2729d62a,intrusion-set,CURIUM,G1012
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,intrusion-set,Sidewinder,G0121
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,intrusion-set,Mustang Panda,G0129
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,intrusion-set,ZIRCONIUM,G0128
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,intrusion-set,Rocke,G0106
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,intrusion-set,Scattered Spider,G1015
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,intrusion-set,APT39,G0087
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,intrusion-set,TA2541,G1018
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,intrusion-set,APT37,G0067
intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,intrusion-set,Moses Staff,G1009
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,intrusion-set,OilRig,G0049
intrusion-set--4e868dad-682d-4897-b8df-2dc98f46c68a,intrusion-set,Windigo,G0124
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,intrusion-set,Higaisa,G0126
intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c,intrusion-set,Carbanak,G0008
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,intrusion-set,Tropic Trooper,G0081
intrusion-set--5636b7b3-d99b-4edd-aa05-ee649c1d4ef1,intrusion-set,Orangeworm,G0071
intrusion-set--59140a2e-d117-4206-9b2c-2a8662bd9d46,intrusion-set,Taidoor,G0015
intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d,intrusion-set,Suckfly,G0039
intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,intrusion-set,Putter Panda,G0024
intrusion-set--5e78ae92-3ffd-4b16-bf62-e798529d73f1,intrusion-set,Sharpshooter,G0104
intrusion-set--5f3d0238-d058-44a9-8812-3dd1b6741a8c,intrusion-set,POLONIUM,G1005
intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,intrusion-set,TA459,G0062
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,intrusion-set,Aquatic Panda,G0143
intrusion-set--64d5f96a-f121-4d19-89f6-6709f5c49faa,intrusion-set,Aoqin Dragon,G1007
intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,intrusion-set,Ferocious Kitten,G0137
intrusion-set--6688d679-ccdb-4f12-abf6-c7545dd767a4,intrusion-set,The White Company,G0089
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,intrusion-set,Ke3chang,G0004
intrusion-set--68ba94ab-78b8-43e7-83e2-aed3466882c6,intrusion-set,APT34,G0057
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,intrusion-set,APT1,G0006
intrusion-set--6b1b551c-d770-4f95-8cfc-3cd253c4c04e,intrusion-set,Frankenstein,G0101
intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01,intrusion-set,DarkHydrus,G0079
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,intrusion-set,Confucius,G0142
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,intrusion-set,BlackTech,G0098
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,intrusion-set,Leviathan,G0065
intrusion-set--7251b44b-6072-476c-b8d9-a6e32c355b28,intrusion-set,MoustachedBouncer,G1019
intrusion-set--7331c66a-5601-4d3f-acf6-ad9e3035eb40,intrusion-set,Group5,G0043
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,intrusion-set,Blue Mockingbird,G0108
intrusion-set--76565741-3452-4069-ab08-80c0ea95bbeb,intrusion-set,SilverTerrier,G0083
intrusion-set--76d59913-1d24-4992-a8ac-05a3eb093f71,intrusion-set,Dragonfly 2.0,G0074
intrusion-set--7a0d4c09-dfe7-4fa2-965a-1a0e42fedd70,intrusion-set,Stolen Pencil,G0086
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,intrusion-set,Turla,G0010
intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,intrusion-set,Poseidon Group,G0033
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,intrusion-set,TA505,G0092
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,intrusion-set,BITTER,G1002
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,intrusion-set,DarkVishnya,G0105
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,intrusion-set,FIN5,G0053
intrusion-set--88489675-d216-4884-a98f-49a89fcc1643,intrusion-set,Mofang,G0103
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,intrusion-set,Lotus Blossom,G0030
intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,intrusion-set,Stealth Falcon,G0038
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,intrusion-set,APT29,G0016
intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,intrusion-set,Dark Caracal,G0070
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,intrusion-set,Chimera,G0114
intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,intrusion-set,Cleaver,G0003
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,intrusion-set,Silent Librarian,G0122
intrusion-set--92d5b3fd-3b39-438e-af68-770e447beada,intrusion-set,Charming Kitten,G0058
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,intrusion-set,BRONZE BUTLER,G0060
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,intrusion-set,TA551,G0127
intrusion-set--9538b1a4-4120-4e2d-bf59-3b11fcab05a4,intrusion-set,TEMP.Veles,G0088
intrusion-set--9559ecaf-2e75-48a7-aee8-9974020bc772,intrusion-set,MONSOON,G0042
intrusion-set--96e239be-ad99-49eb-b127-3007b8c1bec9,intrusion-set,Equation,G0020
intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,intrusion-set,BackdoorDiplomacy,G0135
intrusion-set--99910207-1741-4da1-9b5d-537410186b51,intrusion-set,Gelsemium,G0141
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,intrusion-set,Darkhotel,G0012
intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,intrusion-set,Axiom,G0001
intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,intrusion-set,Deep Panda,G0009
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,intrusion-set,Ember Bear,G1003
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,intrusion-set,LazyScripter,G0140
intrusion-set--ae41895a-243f-4a65-b99b-d85022326c31,intrusion-set,Dust Storm,G0031
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,intrusion-set,Windshift,G0112
intrusion-set--b2e34388-6938-4c59-a702-80dc219e15e3,intrusion-set,Volatile Cedar,G0123
intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,intrusion-set,Whitefly,G0107
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,intrusion-set,LuminousMoth,G1014
intrusion-set--bb82e0b0-6e9c-439f-970a-4c917a74c5f2,intrusion-set,CostaRicto,G0132
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,intrusion-set,APT28,G0007
intrusion-set--bfc5ddb3-4dfb-4278-8928-020e1b3feddd,intrusion-set,Metador,G1013
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,intrusion-set,Fox Kitten,G0117
intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,intrusion-set,RTM,G0048
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,intrusion-set,APT12,G0005
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,intrusion-set,APT-C-36,G0099
intrusion-set--c5574ca0-d5a4-490a-b207-e4658e5fd1d7,intrusion-set,Scarlet Mimic,G0029
intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,intrusion-set,Winnti Group,G0044
intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960,intrusion-set,Tonto Team,G0131
intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,intrusion-set,GOLD SOUTHFIELD,G0115
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,intrusion-set,Lazarus Group,G0032
